movie,year,certificate,genre.1,genre.2,genre.3,imdb_rating,metascore,time_minute,vote,gross_earning
Catch Me If You Can,(2002),A,Biography, Crime, Drama,8.1,75,141 min,1004594,$164.62M
Serpico,(1973),A,Biography, Crime, Drama,7.7,81,130 min,126411,$29.80M
Changeling,(2008),A,Biography, Crime, Drama,7.8,63,141 min,258550,$35.74M
Donnie Brasco,(1997),A,Biography, Crime, Drama,7.7,76,127 min,314111,$41.91M
Spotlight,(I) (2015),A,Biography, Crime, Drama,8.1,93,129 min,477150,$45.06M
GoodFellas,(1990),A,Biography, Crime, Drama,8.7,91,145 min,1177268,$46.84M
The Last King of Scotland,(2006),A,Biography, Drama, History,7.6,74,123 min,189309,$17.61M
The Killing Fields,(1984),A,Biography, Drama, History,7.8,76,141 min,56711,$34.70M
12 Years a Slave,(2013),A,Biography, Drama, History,8.1,96,134 min,709759,$56.67M
Hacksaw Ridge,(2016),A,Biography, Drama, History,8.1,71,139 min,539792,$67.21M
Braveheart,(1995),A,Biography, Drama, History,8.4,68,178 min,1047623,$75.60M
Schindler's List,(1993),A,Biography, Drama, History,9,95,195 min,1371048,$96.90M
Ray,(I) (2004),A,Biography, Drama, Music,7.7,73,152 min,150661,$75.33M
Raging Bull,(1980),A,Biography, Drama, Sport,8.2,89,129 min,359239,$23.38M
Argo,(2012),A,Biography, Drama, Thriller,7.7,86,120 min,620615,$136.03M
Superbad,(2007),A,Comedy,'-,'-,7.6,76,113 min,592771,$121.46M
Young Frankenstein,(1974),A,Comedy,'-,'-,8,83,106 min,161513,$86.30M
"Three Billboards Outside Ebbing, Missouri",(2017),A,Comedy, Crime, Drama,8.1,88,115 min,518909,$54.51M
The Banshees of Inisherin,(2022),A,Comedy, Drama,'-,7.7,87,114 min,166609,'-
Once Upon a Time in... Hollywood,(2019),A,Comedy, Drama,'-,7.6,83,161 min,762609,$142.50M
La dolce vita,(1960),A,Comedy, Drama,'-,8,95,174 min,74857,$19.52M
Birdman or (The Unexpected Virtue of Ignorance),(2014),A,Comedy, Drama,'-,7.7,87,119 min,640065,$42.34M
The Royal Tenenbaums,(2001),A,Comedy, Drama,'-,7.6,76,110 min,298127,$52.36M
Moonrise Kingdom,(2012),A,Comedy, Drama, Family,7.8,84,94 min,354591,$45.51M
CODA,(2021),A,Comedy, Drama, Music,8,72,111 min,141061,'-
La La Land,(2016),A,Comedy, Drama, Music,8,94,128 min,605175,$151.10M
Dev.D,(2009),A,Comedy, Drama, Romance,7.9,'-,144 min,31200,$0.01M
The Graduate,(1967),A,Comedy, Drama, Romance,8,83,106 min,277628,$104.95M
Silver Linings Playbook,(2012),A,Comedy, Drama, Romance,7.7,81,122 min,717213,$132.09M
As Good as It Gets,(1997),A,Comedy, Drama, Romance,7.7,67,139 min,304501,$148.48M
Barton Fink,(1991),A,Comedy, Drama, Thriller,7.6,69,116 min,124461,$6.15M
Evil Dead II,(1987),A,Comedy, Horror,'-,7.7,72,84 min,168828,$5.92M
Annie Hall,(1977),A,Comedy, Romance,'-,8,92,93 min,268646,$39.20M
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,(1964),A,Comedy, War,'-,8.4,97,95 min,496273,$0.28M
Blazing Saddles,(1974),A,Comedy, Western,'-,7.7,73,93 min,142901,$119.50M
This Is England,(2006),A,Crime, Drama,'-,7.7,86,101 min,124266,$0.33M
Pulp Fiction,(1994),A,Crime, Drama,'-,8.9,94,154 min,2084130,$107.93M
The Godfather,(1972),A,Crime, Drama,'-,9.2,100,175 min,1885483,$134.97M
Cool Hand Luke,(1967),A,Crime, Drama,'-,8.1,92,127 min,179790,$16.22M
Un prophète,(2009),A,Crime, Drama,'-,7.8,90,155 min,99733,$2.08M
Once Were Warriors,(1994),A,Crime, Drama,'-,7.9,77,102 min,35162,$2.20M
Taxi Driver,(1976),A,Crime, Drama,'-,8.2,94,114 min,849581,$28.26M
Casino,(1995),A,Crime, Drama,'-,8.2,73,178 min,528628,$42.44M
Scarface,(1983),A,Crime, Drama,'-,8.3,65,170 min,854833,$45.60M
Once Upon a Time in America,(1984),A,Crime, Drama,'-,8.3,75,229 min,356770,$5.32M
The Godfather Part II,(1974),A,Crime, Drama,'-,9,90,202 min,1286766,$57.30M
Boyz n the Hood,(1991),A,Crime, Drama,'-,7.8,76,112 min,144462,$57.50M
Cidade de Deus,(2002),A,Crime, Drama,'-,8.6,79,130 min,764365,$7.56M
The Night of the Hunter,(1955),A,Crime, Drama, Film-Noir,8,97,92 min,91493,$0.65M
Strangers on a Train,(1951),A,Crime, Drama, Film-Noir,7.9,88,101 min,135892,$7.63M
American Psycho,(2000),A,Crime, Drama, Horror,7.6,64,102 min,641821,$15.07M
Rope,(1948),A,Crime, Drama, Mystery,7.9,73,80 min,146537,'-
Jai Bhim,(2021),A,Crime, Drama, Mystery,8.8,'-,164 min,204822,#234
Se7en,(1995),A,Crime, Drama, Mystery,8.6,65,127 min,1676057,$100.13M
Gone Baby Gone,(2007),A,Crime, Drama, Mystery,7.6,72,114 min,277679,$20.30M
The Usual Suspects,(1995),A,Crime, Drama, Mystery,8.5,77,106 min,1095872,$23.34M
Mississippi Burning,(1988),A,Crime, Drama, Mystery,7.8,65,128 min,103321,$34.60M
The Hateful Eight,(2015),A,Crime, Drama, Mystery,7.8,68,168 min,615044,$54.12M
Primal Fear,(1996),A,Crime, Drama, Mystery,7.7,47,129 min,227597,$56.12M
Prisoners,(2013),A,Crime, Drama, Mystery,8.1,70,153 min,733072,$61.00M
L.A. Confidential,(1997),A,Crime, Drama, Mystery,8.2,91,138 min,588702,$64.62M
Blue Velvet,(1986),A,Crime, Drama, Mystery,7.7,76,120 min,203897,$8.55M
Mystic River,(2003),A,Crime, Drama, Mystery,7.9,84,138 min,463719,$90.14M
True Romance,(1993),A,Crime, Drama, Romance,7.9,59,119 min,231148,$12.28M
Road to Perdition,(2002),A,Crime, Drama, Thriller,7.7,72,117 min,273558,$104.45M
The Silence of the Lambs,(1991),A,Crime, Drama, Thriller,8.6,86,118 min,1450892,$130.74M
The Departed,(2006),A,Crime, Drama, Thriller,8.5,85,151 min,1341400,$132.38M
The Day of the Jackal,(1973),A,Crime, Drama, Thriller,7.8,80,143 min,42082,$16.06M
Manbiki kazoku,(2018),A,Crime, Drama, Thriller,7.9,93,121 min,79431,$3.31M
Nightcrawler,(2014),A,Crime, Drama, Thriller,7.8,76,117 min,561064,$32.38M
Joker,(I) (2019),A,Crime, Drama, Thriller,8.4,59,122 min,1323429,$335.45M
Carlito's Way,(1993),A,Crime, Drama, Thriller,7.9,66,144 min,222342,$36.95M
The Untouchables,(1987),A,Crime, Drama, Thriller,7.8,79,119 min,315744,$76.27M
On the Waterfront,(1954),A,Crime, Drama, Thriller,8.1,91,108 min,157225,$9.60M
A Clockwork Orange,(1971),A,Crime, Sci-Fi,'-,8.3,77,136 min,839879,$6.21M
Dial M for Murder,(1954),A,Crime, Thriller,'-,8.2,75,105 min,178710,$0.01M
Fargo,(1996),A,Crime, Thriller,'-,8.1,86,98 min,686752,$24.61M
Sin City,(2005),A,Crime, Thriller,'-,8,74,124 min,775520,$74.10M
The Whale,(2022),A,Drama,'-,'-,7.8,60,117 min,88073,'-
Who's Afraid of Virginia Woolf?,(1966),A,Drama,'-,'-,8,75,131 min,76790,'-
Masaan,(2015),A,Drama,'-,'-,8.1,'-,109 min,28901,'-
Jungfrukällan,(1960),A,Drama,'-,'-,8.1,'-,89 min,30114,$1.53M
Capharnaüm,(2018),A,Drama,'-,'-,8.4,75,126 min,93070,$1.66M
Viskningar och rop,(1972),A,Drama,'-,'-,8,'-,91 min,35089,$1.74M
One Flew Over the Cuckoo's Nest,(1975),A,Drama,'-,'-,8.7,84,133 min,1018329,$112.00M
Y tu mamá también,(2001),A,Drama,'-,'-,7.7,89,106 min,124942,$13.62M
Trainspotting,(1996),A,Drama,'-,'-,8.1,83,93 min,695342,$16.50M
Cat on a Hot Tin Roof,(1958),A,Drama,'-,'-,7.9,84,108 min,50814,$17.57M
Boyhood,(I) (2014),A,Drama,'-,'-,7.9,100,165 min,358224,$25.38M
The Shawshank Redemption,(1994),A,Drama,'-,'-,9.3,82,142 min,2714258,$28.34M
Requiem for a Dream,(2000),A,Drama,'-,'-,8.3,71,102 min,853305,$3.64M
Fight Club,(1999),A,Drama,'-,'-,8.8,66,139 min,2157871,$37.03M
Fanny och Alexander,(1982),A,Drama,'-,'-,8.1,100,188 min,65092,$4.97M
There Will Be Blood,(2007),A,Drama,'-,'-,8.2,93,158 min,595817,$40.22M
Midnight Cowboy,(1969),A,Drama,'-,'-,7.8,79,113 min,113641,$44.79M
A Streetcar Named Desire,(1951),A,Drama,'-,'-,7.9,97,122 min,110115,$8.00M
Det sjunde inseglet,(1957),A,Drama, Fantasy,'-,8.1,88,96 min,188091,#200
Tumbbad,(2018),A,Drama, Fantasy, Horror,8.2,'-,104 min,51648,'-
Pink Floyd: The Wall,(1982),A,Drama, Fantasy, Music,8,47,95 min,82387,$22.24M
The Thin Red Line,(1998),A,Drama, History, War,7.6,78,170 min,191133,$36.40M
Rosemary's Baby,(1968),A,Drama, Horror,'-,8,96,137 min,221420,'-
The Shining,(1980),A,Drama, Horror,'-,8.4,66,146 min,1036746,$44.02M
The Birds,(1963),A,Drama, Horror, Mystery,7.6,90,119 min,193359,$11.40M
Frankenstein,(1931),A,Drama, Horror, Sci-Fi,7.8,91,70 min,74994,'-
The Fly,(1986),A,Drama, Horror, Sci-Fi,7.6,79,96 min,188290,$40.46M
What Ever Happened to Baby Jane?,(1962),A,Drama, Horror, Thriller,8,75,134 min,58040,$4.05M
Whiplash,(2014),A,Drama, Music,'-,8.5,89,106 min,885801,$13.09M
All That Jazz,(1979),A,Drama, Music, Musical,7.8,72,123 min,32999,$37.82M
Cabaret,(1972),A,Drama, Music, Musical,7.8,80,124 min,56561,$42.77M
A Star Is Born,(2018),A,Drama, Music, Romance,7.6,88,136 min,392944,$215.29M
Anatomy of a Murder,(1959),A,Drama, Mystery,'-,8,95,161 min,67790,$11.90M
The Lives of Others,(2006),A,Drama, Mystery, Thriller,8.4,89,137 min,393634,$11.29M
Gone Girl,(2014),A,Drama, Mystery, Thriller,8.1,79,149 min,997934,$167.77M
The Sixth Sense,(1999),A,Drama, Mystery, Thriller,8.2,64,107 min,1002831,$293.51M
Belle de jour,(1967),A,Drama, Romance,'-,7.7,'-,100 min,46098,$0.03M
La vie d'Adèle,(2013),A,Drama, Romance,'-,7.7,90,180 min,155658,$2.20M
Before Sunset,(2004),A,Drama, Romance,'-,8.1,90,80 min,270268,$5.82M
The Bridges of Madison County,(1995),A,Drama, Romance,'-,7.6,69,135 min,83981,$71.52M
The Notebook,(2004),A,Drama, Romance,'-,7.8,53,123 min,582635,$81.00M
Brokeback Mountain,(2005),A,Drama, Romance,'-,7.7,87,134 min,364273,$83.04M
Her,(2013),A,Drama, Romance, Sci-Fi,8,91,126 min,626986,$25.57M
Ah-ga-ssi,(2016),A,Drama, Romance, Thriller,8.1,84,145 min,153627,$2.01M
Doctor Zhivago,(1965),A,Drama, Romance, War,7.9,69,197 min,78669,$111.72M
The Hustler,(1961),A,Drama, Sport,'-,8,90,134 min,83612,$8.28M
Cape Fear,(1962),A,Drama, Thriller,'-,7.7,76,106 min,30097,'-
The Manchurian Candidate,(1962),A,Drama, Thriller,'-,7.9,94,126 min,76802,'-
Black Swan,(2010),A,Drama, Thriller,'-,8,79,108 min,780239,$106.95M
Amores perros,(2000),A,Drama, Thriller,'-,8.1,83,154 min,243764,$5.38M
Gisaengchung,(2019),A,Drama, Thriller,'-,8.5,96,132 min,831059,$53.37M
Misery,(1990),A,Drama, Thriller,'-,7.8,75,107 min,217975,$61.28M
Idi i smotri,(1985),A,Drama, Thriller, War,8.4,'-,142 min,83374,#92
Zwartboek,(2006),A,Drama, Thriller, War,7.7,71,145 min,78020,$4.40M
Ivanovo detstvo,(1962),A,Drama, War,'-,8,'-,95 min,37662,'-
Judgment at Nuremberg,(1961),A,Drama, War,'-,8.3,60,179 min,78911,#134
Paths of Glory,(1957),A,Drama, War,'-,8.4,90,88 min,200331,#60
Saving Private Ryan,(1998),A,Drama, War,'-,8.6,91,169 min,1408594,$216.54M
The Deer Hunter,(1978),A,Drama, War,'-,8.1,86,183 min,343788,$48.98M
Unforgiven,(1992),A,Drama, Western,'-,8.2,85,130 min,416923,$101.16M
Django Unchained,(2012),A,Drama, Western,'-,8.4,81,165 min,1578706,$162.81M
Dark City,(1998),A,Fantasy, Mystery, Sci-Fi,7.6,66,100 min,203344,$14.38M
The Innocents,(1961),A,Horror,'-,'-,7.8,88,100 min,31342,$2.62M
The Exorcist,(1973),A,Horror,'-,'-,8.1,81,122 min,415751,$232.91M
The Thing,(1982),A,Horror, Mystery, Sci-Fi,8.2,57,109 min,432965,$13.78M
Psycho,(1960),A,Horror, Mystery, Thriller,8.5,97,109 min,680049,$32.00M
Saw,(2004),A,Horror, Mystery, Thriller,7.6,46,103 min,430049,$56.00M
Night of the Living Dead,(1968),A,Horror, Thriller,'-,7.8,89,96 min,132165,$0.09M
Halloween,(1978),A,Horror, Thriller,'-,7.7,87,91 min,285939,$47.00M
Dawn of the Dead,(1978),A,Horror, Thriller,'-,7.8,71,127 min,123333,$5.10M
Vertigo,(1958),A,Mystery, Romance, Thriller,8.3,100,128 min,407340,$3.20M
Twelve Monkeys,(1995),A,Mystery, Sci-Fi, Thriller,8,74,129 min,625274,$57.14M
Shutter Island,(2010),A,Mystery, Thriller,'-,8.2,63,138 min,1340438,$128.01M
Wait Until Dark,(1967),A,Thriller,'-,'-,7.7,81,108 min,31699,$17.55M
City Lights,(1931),G,Comedy, Drama, Romance,8.5,99,87 min,187012,$0.02M
Singin' in the Rain,(1952),G,Comedy, Musical, Romance,8.3,99,103 min,246519,$8.82M
Z,(1969),M/PG,Crime, Drama, Thriller,8.2,86,127 min,29637,$0.08M
Ang-ma-reul bo-at-da,(2010),Not Rated,Action, Crime, Drama,7.8,67,144 min,134837,$0.13M
La montaña sagrada,(1973),Not Rated,Adventure, Drama, Fantasy,7.8,76,114 min,44652,$0.06M
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",(1997),Not Rated,Animation, Action, Drama,8.1,'-,87 min,57349,'-
Kaze tachinu,(2013),Not Rated,Animation, Biography, Drama,7.7,83,126 min,88879,$5.21M
Sennen joyû,(2001),Not Rated,Animation, Drama, Fantasy,7.8,70,87 min,29246,$0.19M
Il postino,(1994),Not Rated,Biography, Comedy, Drama,7.8,81,108 min,37355,$21.85M
Shine,(1996),Not Rated,Biography, Drama, Music,7.6,87,105 min,55014,$35.81M
C.R.A.Z.Y.,(2005),Not Rated,Comedy, Drama,'-,7.9,81,129 min,33340,'-
Happiness,(1998),Not Rated,Comedy, Drama,'-,7.7,81,134 min,71604,$2.81M
The Muppet Christmas Carol,(1992),Not Rated,Comedy, Drama, Family,7.7,64,85 min,63747,$27.28M
La haine,(1995),Not Rated,Crime, Drama,'-,8.1,'-,98 min,178374,$0.31M
Les yeux sans visage,(1960),Not Rated,Drama, Horror,'-,7.6,90,90 min,32844,$0.05M
La leggenda del pianista sull'oceano,(1998),Not Rated,Drama, Music, Romance,8,58,169 min,65934,$0.26M
Spoorloos,(1988),Not Rated,Mystery, Thriller,'-,7.7,'-,107 min,40429,'-
The Adventures of Robin Hood,(1938),PG,Action, Adventure, Romance,7.9,97,102 min,52324,$3.98M
To Have and Have Not,(1944),PG,Adventure, Comedy, Film-Noir,7.8,90,100 min,35913,'-
Batman: Mask of the Phantasm,(1993),PG,Animation, Action, Adventure,7.8,65,76 min,52834,$5.62M
Song of the Sea,(2014),PG,Animation, Adventure, Drama,8,85,93 min,59913,$0.86M
Le Petit Prince,(2015),PG,Animation, Adventure, Drama,7.7,70,108 min,63563,$1.34M
Guillermo del Toro's Pinocchio,(2022),PG,Animation, Drama, Family,7.6,79,117 min,88101,'-
October Sky,(1999),PG,Biography, Drama, Family,7.8,71,108 min,93555,$32.48M
Flipped,(I) (2010),PG,Comedy, Drama, Romance,7.7,45,90 min,92383,$1.75M
It's a Wonderful Life,(1946),PG,Drama, Family, Fantasy,8.6,89,130 min,468089,#21
Bacheha-Ye aseman,(1997),PG,Drama, Family, Sport,8.2,77,89 min,75872,$0.93M
Serenity,(2005),PG-13,Action, Adventure, Sci-Fi,7.8,74,119 min,298829,$25.51M
Les triplettes de Belleville,(2003),PG-13,Animation, Adventure, Comedy,7.7,91,80 min,55392,$7.00M
Persepolis,(2007),PG-13,Animation, Biography, Drama,8,90,96 min,96395,$4.45M
Ma vie de Courgette,(2016),PG-13,Animation, Comedy, Drama,7.7,85,66 min,26611,$0.29M
Philomena,(2013),PG-13,Biography, Comedy, Drama,7.6,77,98 min,101390,$37.71M
Le scaphandre et le papillon,(2007),PG-13,Biography, Drama,'-,8,92,112 min,108553,$5.99M
Dark Waters,(2019),PG-13,Biography, Drama, History,7.6,73,126 min,91910,'-
Sing Street,(2016),PG-13,Comedy, Drama, Music,7.9,79,106 min,96455,$3.24M
Les choristes,(2004),PG-13,Comedy, Drama, Music,7.8,56,97 min,63949,$3.64M
En man som heter Ove,(2015),PG-13,Comedy, Drama, Romance,7.7,70,116 min,60936,$3.36M
Me and Earl and the Dying Girl,(2015),PG-13,Comedy, Drama, Romance,7.7,74,105 min,133878,$6.74M
Midnight in Paris,(2011),PG-13,Comedy, Fantasy, Romance,7.7,81,94 min,431116,$56.82M
Touch of Evil,(1958),PG-13,Crime, Drama, Film-Noir,8,99,95 min,106239,$2.24M
Dare mo shiranai,(2004),PG-13,Drama,'-,'-,8,88,141 min,29031,$0.68M
Okuribito,(2008),PG-13,Drama,'-,'-,8,68,130 min,52994,$1.50M
In America,(2002),PG-13,Drama,'-,'-,7.7,76,105 min,43572,$15.54M
Hamlet,(1996),PG-13,Drama,'-,'-,7.7,'-,242 min,38806,$4.41M
Joyeux Noël,(2005),PG-13,Drama, History, Music,7.7,70,116 min,30627,$1.05M
Le passé,(2013),PG-13,Drama, Mystery,'-,7.7,85,130 min,49617,$1.33M
The Boy in the Striped Pajamas,(2008),PG-13,Drama, War,'-,7.7,55,94 min,225677,$9.03M
Deadpool 2,(2018),R,Action, Adventure, Comedy,7.7,66,119 min,595144,$324.59M
Ip Man,(2008),R,Action, Biography, Drama,8,59,106 min,226616,'-
Rush,(I) (2013),R,Action, Biography, Drama,8.1,74,123 min,486611,$26.95M
Deadpool,(2016),R,Action, Comedy,'-,8,65,108 min,1053888,$363.07M
Dip huet seung hung,(1989),R,Action, Crime, Drama,7.8,82,111 min,49276,'-
Tropa de Elite,(2007),R,Action, Crime, Drama,8,33,115 min,105956,$0.01M
Taegukgi hwinalrimyeo,(2004),R,Action, Drama, War,8,64,140 min,40196,$1.11M
1917,(2019),R,Action, Drama, War,8.2,78,119 min,608304,$159.23M
The Fall,(I) (2006),R,Adventure, Drama, Fantasy,7.8,64,117 min,113735,$2.28M
Waking Life,(2001),R,Animation, Drama, Fantasy,7.7,83,99 min,65164,$2.89M
Pride,(I) (2014),R,Biography, Comedy, Drama,7.8,79,119 min,58824,'-
Papillon,(1973),R,Biography, Crime, Drama,8,58,151 min,132913,$53.27M
Dallas Buyers Club,(2013),R,Biography, Drama,'-,7.9,77,117 min,496081,$27.30M
Straight Outta Compton,(2015),R,Biography, Drama, History,7.8,72,147 min,206742,$161.20M
Control,(2007),R,Biography, Drama, Music,7.6,78,122 min,66524,$0.87M
Amadeus,(1984),R,Biography, Drama, Music,8.4,88,160 min,406095,$51.97M
Office Space,(1999),R,Comedy,'-,'-,7.6,68,89 min,272638,$10.82M
Adams æbler,(2005),R,Comedy, Crime, Drama,7.7,51,94 min,51987,$0.00M
In Bruges,(2008),R,Comedy, Crime, Drama,7.9,67,107 min,439792,$7.76M
"Crna macka, beli macor",(1998),R,Comedy, Crime, Romance,8,73,127 min,54819,$0.35M
Night on Earth,(1991),R,Comedy, Drama,'-,7.7,68,129 min,62150,$2.02M
Adaptation.,(2002),R,Comedy, Drama,'-,7.7,83,115 min,195794,$22.25M
Short Cuts,(1993),R,Comedy, Drama,'-,7.7,81,188 min,45767,$6.11M
Being John Malkovich,(1999),R,Comedy, Drama, Fantasy,7.8,90,113 min,341022,$22.86M
Hedwig and the Angry Inch,(2001),R,Comedy, Drama, Music,7.7,85,95 min,36267,$3.03M
Verdens verste menneske,(2021),R,Comedy, Drama, Romance,7.8,90,128 min,75981,'-
Good Bye Lenin!,(2003),R,Comedy, Drama, Romance,7.7,68,121 min,148364,$4.06M
No Man's Land,(I) (2001),R,Comedy, Drama, War,7.9,84,98 min,47722,$1.06M
What We Do in the Shadows,(2014),R,Comedy, Horror,'-,7.6,76,86 min,188258,$3.33M
Lilja 4-ever,(2002),R,Crime, Drama,'-,7.8,82,109 min,46768,$0.18M
A Bronx Tale,(1993),R,Crime, Drama,'-,7.8,80,121 min,146230,$17.27M
Bound by Honor,(1993),R,Crime, Drama,'-,7.9,47,180 min,32330,$4.50M
American History X,(1998),R,Crime, Drama,'-,8.5,62,119 min,1133846,$6.72M
La migliore offerta,(2013),R,Crime, Drama, Mystery,7.8,49,131 min,122043,$0.09M
Madeo,(2009),R,Crime, Drama, Mystery,7.8,79,129 min,66584,$0.55M
Män som hatar kvinnor,(2009),R,Crime, Drama, Mystery,7.8,76,152 min,218770,$10.10M
Glengarry Glen Ross,(1992),R,Crime, Drama, Mystery,7.7,82,100 min,108880,$10.73M
Wind River,(2017),R,Crime, Drama, Mystery,7.7,73,107 min,258956,$33.80M
Nueve reinas,(2000),R,Crime, Drama, Thriller,7.9,80,114 min,54265,$1.22M
Eastern Promises,(2007),R,Crime, Drama, Thriller,7.6,83,100 min,248177,$17.11M
Lucky Number Slevin,(2006),R,Crime, Drama, Thriller,7.7,53,110 min,317409,$22.49M
Hell or High Water,(II) (2016),R,Crime, Drama, Thriller,7.6,88,102 min,236459,$26.86M
Aftersun,(II) (2022),R,Drama,'-,'-,7.7,95,102 min,49097,'-
Efter brylluppet,(2006),R,Drama,'-,'-,7.7,78,120 min,35469,$0.41M
Short Term 12,(2013),R,Drama,'-,'-,7.9,82,96 min,89114,$1.01M
Festen,(1998),R,Drama,'-,'-,8.1,82,105 min,89001,$1.65M
25th Hour,(2002),R,Drama,'-,'-,7.6,69,135 min,180917,$13.06M
Sling Blade,(1996),R,Drama,'-,'-,8,84,135 min,95516,$24.48M
Mommy,(I) (2014),R,Drama,'-,'-,8,74,139 min,58591,$3.49M
Breaking the Waves,(1996),R,Drama,'-,'-,7.8,81,159 min,68572,$4.04M
The Magdalene Sisters,(2002),R,Drama,'-,'-,7.7,83,114 min,27657,$4.89M
Central do Brasil,(1998),R,Drama,'-,'-,8,80,110 min,40534,$5.60M
Todo sobre mi madre,(1999),R,Drama,'-,'-,7.8,87,101 min,98823,$8.26M
Låt den rätte komma in,(2008),R,Drama, Fantasy, Horror,7.9,82,114 min,220366,$2.12M
La double vie de Véronique,(1991),R,Drama, Fantasy, Music,7.7,86,98 min,50212,$2.00M
Mr. Nobody,(2009),R,Drama, Fantasy, Romance,7.8,63,141 min,237255,$0.00M
